nct_id,sponsor or collaborator,start_date
NCT04517864,Pfizer,"September 15, 2020"
NCT04517357,"Jiangsu HengRui Medicine Co., Ltd.","October 16, 2020"
NCT04516967,Dova Pharmaceuticals,"December 31, 2020"
NCT04516564,Akesobio Australia Pty Ltd,September 2020
NCT04516564,Akeso,September 2020
NCT04516447,K-Group Beta,"October 26, 2020"
NCT04516382,"Protagonist Therapeutics, Inc.","September 14, 2020"
NCT04516369,Novartis Pharmaceuticals,"October 26, 2020"
NCT04516369,Novartis,"October 26, 2020"
NCT04516343,"BiOMOTUM, Inc.","January 1, 2021"
NCT04516343,Northern Arizona University,"January 1, 2021"
NCT04516343,Gillette Children's Specialty Healthcare,"January 1, 2021"
NCT04516343,Shirley Ryan AbilityLab,"January 1, 2021"
NCT04516343,NIH-NICHD,"January 1, 2021"
NCT04516291,Pfizer,"September 28, 2020"
NCT04516291,TIMI Study Group,"September 28, 2020"
NCT04516278,"Outlook Therapeutics, Inc.","October 1, 2020"
NCT04515979,"MedPacto, Inc.","November 1, 2020"
NCT04515953,"Nang Kuang Pharmaceutical Co., Ltd.",August 2020
NCT04515849,AstraZeneca,"August 31, 2020"
NCT04515641,Merck Sharp & Dohme Corp.,"November 5, 2020"
NCT04515628,Bristol-Myers Squibb,"August 17, 2020"
NCT04515576,Eli Lilly and Company,"August 25, 2020"
NCT04515290,Shanghai Hongyitang Biopharmaceutical Technology Co. Ltd.,"May 7, 2020"
NCT04515147,CureVac AG,"September 28, 2020"
NCT04515043,Invectys,October 2020
NCT04514796,"Samsung Bioepis Co., Ltd.","August 12, 2020"
NCT04514653,Regenxbio Inc.,"August 13, 2020"
NCT04514419,Zhe Jiang Hisun Bioray Bio-pharmaceu tical Co.Ltd,"June 30, 2020"
NCT04514367,"Annexon, Inc.","August 17, 2020"
NCT04514237,Boston Pharmaceuticals,"September 12, 2019"
NCT04514159,Zeno Alpha Inc.,November 2020
NCT04513925,Hoffmann-La Roche,"August 24, 2020"
NCT04513912,"Janssen Research & Development, LLC","September 15, 2020"
NCT04513704,Novo Nordisk A/S,"August 28, 2020"
NCT04513652,"American Genomics, LLC","September 3, 2020"
NCT04513548,Novartis Pharmaceuticals,"August 5, 2020"
NCT04513548,Novartis,"August 5, 2020"
NCT04513366,"Selecta Biosciences, Inc.","August 18, 2020"
NCT04513340,"Hong Kong WD Pharmaceutical Co., Limited","August 13, 2020"
NCT04513223,"Jiangsu HengRui Medicine Co., Ltd.",September 2020
NCT04513067,New Beta Innovation Limited,"August 21, 2020"
NCT04512963,"PRG Science & Technology Co., Ltd.","August 24, 2020"
NCT04512963,Amarex Clinical Research,"August 24, 2020"
NCT04512872,Celltrion,November 2020
NCT04512170,"Sunshine Lake Pharma Co., Ltd.","July 13, 2020"
NCT04512066,Hoffmann-La Roche,"September 8, 2020"
NCT04512053,"Taiho Pharmaceutical Co., Ltd.",September 2020
NCT04512001,Fresenius Kabi SwissBioSim GmbH,"July 27, 2020"
NCT04511871,"Shanghai PerHum Therapeutics Co., Ltd.","July 9, 2020"
NCT04511871,Shanghai Zhongshan Hospital,"July 9, 2020"
NCT04511845,Chugai Pharmaceutical,"September 10, 2020"
NCT04511819,Fulcrum Therapeutics,"August 28, 2020"
NCT04511728,"Haisco Pharmaceutical Group Co., Ltd.","November 25, 2020"
NCT04511650,Aerpio Therapeutics,"October 21, 2020"
NCT04511650,Medical Technology Enterprise Consortium (MTEC),"October 21, 2020"
NCT04511624,Innovent Biologics (Suzhou) Co. Ltd.,"August 27, 2020"
NCT04511130,"Marker Therapeutics, Inc.","October 14, 2020"
NCT04510987,Bayer,"August 12, 2020"
NCT04510649,Hutchison Medipharma Limited,"July 9, 2020"
NCT04509947,Janssen Pharmaceutical K.K.,"August 11, 2020"
NCT04509700,Incyte Corporation,"August 3, 2020"
NCT04509622,AbbVie,"September 15, 2020"
NCT04509596,Dizal Pharmaceuticals,"September 21, 2020"
NCT04509557,FutureChem,"October 14, 2020"
NCT04509167,Instituto de Medicina Regenerativa,"August 10, 2020"
NCT04508621,"Tonix Pharmaceuticals, Inc.","September 1, 2020"
NCT04508530,Octapharma,"January 1, 2021"
NCT04508179,"7 Hills Pharma, LLC",October 2020
NCT04508179,"Frontage Clinical Services, Inc.",October 2020
NCT04508140,Highlight Therapeutics,"June 17, 2020"
NCT04508075,PT Bio Farma,"August 10, 2020"
NCT04508075,Faculty of Medicine Universitas Padjadjaran,"August 10, 2020"
NCT04508075,"National Intitute of Health Research and Development, Ministry of Health Republic of Indonesia","August 10, 2020"
NCT04508075,"Sinovac Life Sciences Co., Ltd.","August 10, 2020"
NCT04508023,"Janssen Research & Development, LLC","August 13, 2020"
NCT04507659,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd","December 1, 2020"
NCT04507347,Torrent Pharmaceuticals Limited,June 2021
NCT04507321,ViiV Healthcare,"September 24, 2020"
NCT04507061,Bayer,"September 1, 2020"
NCT04506905,Merck Sharp & Dohme Corp.,"August 26, 2020"
NCT04506645,Regeneron Pharmaceuticals,"September 1, 2020"
NCT04506385,Probiotical S.p.A.,"April 20, 2020"
NCT04506385,University of Florence,"April 20, 2020"
NCT04505722,Janssen Vaccines & Prevention B.V.,"September 7, 2020"
NCT04505436,Hanmi Pharmaceutical Company Limited,"July 29, 2020"
NCT04505358,"Samus Therapeutics, Inc.","January 30, 2021"
NCT04505137,Gmax Biopharm Australia Pty Ltd.,"September 2, 2020"
NCT04505137,Metaclinical,"September 2, 2020"
NCT04505137,Syneos Heath,"September 2, 2020"
NCT04505137,Gmax Biopharm LLC.,"September 2, 2020"
NCT04505033,"Huabo Biopharm Co., Ltd.",October 2020
NCT04504942,"CytoDyn, Inc.","May 1, 2020"
NCT04504942,Amarex Clinical Research,"May 1, 2020"
NCT04504916,VelosBio Inc.,"October 16, 2020"
NCT04504760,Ono Pharmaceutical Co. Ltd,"July 10, 2020"
NCT04504734,"Revive Therapeutics, Ltd.","November 27, 2020"
NCT04504669,AstraZeneca,"August 25, 2020"
NCT04504448,Guangzhou Henovcom Bioscience Co. Ltd.,"August 11, 2020"
NCT04504435,GlaxoSmithKline,"September 29, 2020"
NCT04504383,"Protagonist Therapeutics, Inc.","August 5, 2020"
NCT04504279,"Forte Biosciences, Inc.","October 13, 2020"
NCT04503980,"Shanghai Cell Therapy Group Co.,Ltd","March 26, 2020"
NCT04503980,Shanghai 10th People's Hospital,"March 26, 2020"
NCT04503863,Nobelpharma,"July 20, 2020"
NCT04503746,"AngioLab, Inc.","July 16, 2020"
NCT04503733,Gmax Biopharm LLC.,"July 1, 2020"
NCT04503603,Takeda,"August 10, 2020"
NCT04503603,"Takeda Development Center Americas, Inc.","August 10, 2020"
NCT04503590,Sanoculis Ltd,"May 29, 2019"
NCT04503551,Hoffmann-La Roche,"August 10, 2020"
NCT04502901,"Suzhou Kintor Pharmaceutical Inc,","January 14, 2020"
NCT04502888,"Shattuck Labs, Inc.",October 2020
NCT04502706,Gilead Sciences,"November 17, 2020"
NCT04502693,GlaxoSmithKline,"August 14, 2020"
NCT04502446,CRISPR Therapeutics AG,"July 31, 2020"
NCT04502446,CRISPR Therapeutics,"July 31, 2020"
NCT04502433,Chiesi Farmaceutici S.p.A.,"September 1, 2020"
NCT04502277,Sutphin Drugs,"September 1, 2020"
NCT04502030,Octapharma,"October 5, 2020"
NCT04501952,Gilead Sciences,"September 18, 2020"
NCT04501874,"Embera NeuroTherapeutics, Inc.","July 29, 2020"
NCT04501874,National Institute on Drug Abuse (NIDA),"July 29, 2020"
NCT04501796,NeoImmuneTech,August 2020
NCT04501783,R-Pharm,"May 20, 2020"
NCT04501679,Galderma R&D,"August 11, 2020"
NCT04501666,Galderma R&D,"September 11, 2020"
NCT04501276,Adagene Inc,"September 23, 2020"
NCT04501107,Adocia,"August 3, 2020"
NCT04501029,Lee's Pharmaceutical Limited,"October 1, 2020"
NCT04500834,Allerderm,"March 1, 2021"
NCT04500808,Janssen Pharmaceutical K.K.,"July 21, 2020"
NCT04500587,"K-Group Alpha, Inc.",October 2020
NCT04500132,Enzychem Lifesciences Corporation,"May 28, 2020"
NCT04500067,Biopharma Plasma LLC,"May 7, 2020"
NCT04500067,Lviv National Medical University,"May 7, 2020"
NCT04500067,Vinnitsa National Medical University,"May 7, 2020"
NCT04499443,Fujian Cosunter Pharmaceutical Co. Ltd,"August 18, 2020"
NCT04499235,"Alkahest, Inc.","January 30, 2020"
NCT04498910,Eli Lilly and Company,"November 16, 2020"
NCT04498832,"Sanofi Pasteur, a Sanofi Company","October 21, 2020"
NCT04498832,Sanofi,"October 21, 2020"
NCT04498741,Enanta Pharmaceuticals,"July 8, 2020"
NCT04498741,Pharmaceutical Research Associates,"July 8, 2020"
NCT04498403,Pfizer,"September 14, 2020"
NCT04498390,Eli Lilly and Company,"September 3, 2020"
NCT04498377,Generon (Shanghai) Corporation Ltd.,December 2020
NCT04498182,Aerie Pharmaceuticals,"November 10, 2020"
NCT04498169,Aerie Pharmaceuticals,"September 17, 2020"
NCT04498117,OncoQuest Pharmaceuticals Inc.,"August 25, 2020"
NCT04498117,"The GOG Foundation, Inc.","August 25, 2020"
NCT04498117,IQVIA RDS Inc.,"August 25, 2020"
NCT04497987,Eli Lilly and Company,"August 2, 2020"
NCT04497987,National Institute of Allergy and Infectious Diseases (NIAID),"August 2, 2020"
NCT04497987,AbCellera Biologics Inc.,"August 2, 2020"
NCT04497987,"Shanghai Junshi Bioscience Co., Ltd.","August 2, 2020"
NCT04497883,Shire,"August 20, 2020"
NCT04497883,Takeda,"August 20, 2020"
NCT04497844,"Janssen Research & Development, LLC","September 23, 2020"
NCT04497805,"Anterogen Co., Ltd.",August 2020
NCT04497662,"Kiniksa Pharmaceuticals, Ltd.","October 22, 2019"
NCT04496596,Rediscovery Life Sciences,September 2020
NCT04496479,"LyGenesis, Inc.","March 15, 2021"
NCT04496349,Ascentage Pharma Group Inc.,"December 1, 2020"
NCT04496167,Endo Pharmaceuticals,"July 29, 2020"
NCT04495972,Caelus Pharmaceuticals BV,August 2020
NCT04495920,CAGE Bio Inc.,"June 16, 2020"
NCT04495920,"BIOSCIENCE LABORATORIES, INC.","June 16, 2020"
NCT04495478,Eli Lilly and Company,"July 30, 2020"
NCT04495296,"Mabspace Biosciences (Suzhou) Co., Ltd.","August 13, 2020"
NCT04495296,Beijing Cancer Hospital,"August 13, 2020"
NCT04495296,First Affiliated Hospital of Zhejiang University,"August 13, 2020"
NCT04495296,Fudan University,"August 13, 2020"
NCT04495296,Henan Cancer Hospital,"August 13, 2020"
NCT04495296,"Second Affiliated Hospital, School of Medicine, Zhejiang University","August 13, 2020"
NCT04495283,"Nevakar, Inc.",August 2020
NCT04495153,"Candel Therapeutics, Inc.","October 13, 2020"
NCT04495153,NYU Langone Health,"October 13, 2020"
NCT04495140,Pfizer,"July 22, 2020"
NCT04495127,AstraZeneca,"August 31, 2020"
NCT04495101,"Instituto Grifols, S.A.","July 29, 2020"
NCT04495101,Grifols Therapeutics LLC,"July 29, 2020"
NCT04495010,Bristol-Myers Squibb,"September 28, 2020"
NCT04494815,SIMR (Australia) Biotech Pty Ltd,"September 18, 2020"
NCT04494659,"Jiangsu HengRui Medicine Co., Ltd.","July 20, 2020"
NCT04494425,AstraZeneca,"July 24, 2020"
NCT04494425,"Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo","July 24, 2020"
NCT04494412,GlaxoSmithKline,"December 15, 2020"
NCT04494373,"Jiangsu Hansoh Pharmaceutical Co., Ltd.","September 1, 2020"
NCT04494269,HK inno.N Corporation,"September 8, 2020"
NCT04494256,Biogen,"September 28, 2020"
NCT04494243,Addpharma Inc.,"August 28, 2020"
NCT04493931,GlaxoSmithKline,"August 14, 2020"
NCT04493853,AstraZeneca,"July 13, 2020"
NCT04493684,ViiV Healthcare,"July 31, 2020"
NCT04493567,Bristol-Myers Squibb,"July 29, 2020"
NCT04493541,Bristol-Myers Squibb,"August 27, 2020"
NCT04493502,Eli Lilly and Company,"August 26, 2020"
NCT04493424,Boehringer Ingelheim,"September 4, 2020"
NCT04493281,Mitsubishi Tanabe Pharma Corporation,"March 22, 2019"
NCT04493255,Eisai Limited,September 2020
NCT04493255,Eisai Inc.,September 2020
NCT04493242,"Direct Biologics, LLC","September 1, 2020"
NCT04493216,ViiV Healthcare,"November 16, 2020"
NCT04492787,"Tasly Pharmaceutical Group Co., Ltd","June 6, 2020"
NCT04492683,DBV Technologies,"August 28, 2020"
NCT04492436,Asahi Kasei Pharma America Corporation,November 2020
NCT04492293,"Beijing InnoCare Pharma Tech Co., Ltd.","May 27, 2020"
NCT04492163,NovoCure Ltd.,"July 14, 2020"
NCT04492020,Allergan,"August 21, 2020"
NCT04491838,Regeneron Pharmaceuticals,"August 3, 2020"
NCT04491604,"Krystal Biotech, Inc.",August 2020
NCT04491006,Athira Pharma,"November 23, 2020"
NCT04490915,Neurocrine Biosciences,"July 23, 2020"
NCT04490512,BlueSky Immunotherapies GmbH,"August 31, 2020"
NCT04490499,Merck Sharp & Dohme Corp.,"September 2, 2020"
NCT04490434,Daewoong Pharmaceutical Co. LTD.,"June 19, 2020"
NCT04490018,"Sanofi Pasteur, a Sanofi Company",February 2021
NCT04490018,Sanofi,February 2021
NCT04489797,AstraZeneca,"July 20, 2020"
NCT04489797,Acerta Pharma B.V.,"July 20, 2020"
NCT04489771,Merck Sharp & Dohme Corp.,"September 13, 2020"
NCT04489537,Catalyst Biosciences,November 2020
NCT04489511,"Stargazer Pharmaceuticals, Inc.","October 1, 2020"
NCT04489420,Celularity Incorporated,"October 1, 2020"
NCT04489381,Romark Laboratories L.C.,"August 13, 2020"
NCT04489303,"Photozig, Inc.","May 15, 2020"
NCT04488978,Handok Inc.,"May 21, 2020"
NCT04488900,Chong Kun Dang Pharmaceutical,"July 26, 2020"
NCT04488822,"Daiichi Sankyo Co., Ltd.","September 2, 2020"
NCT04488822,"Daiichi Sankyo, Inc.","September 2, 2020"
NCT04488770,GlaxoSmithKline,"August 24, 2020"
NCT04488705,Enterprise Therapeutics Ltd,"August 13, 2020"
NCT04488575,"Evelo Biosciences, Inc.","August 26, 2020"
NCT04488419,Athira Pharma,"September 28, 2020"
NCT04488029,The Learning Corp,"March 18, 2019"
NCT04488016,AstraZeneca,"June 24, 2020"
NCT04488016,"Acerta Pharma, LLC","June 24, 2020"
NCT04488003,"BioMed Valley Discoveries, Inc","November 3, 2020"
NCT04487860,Sun Pharma Global FZE,January 2021
NCT04487574,RSV Therapeutics LLC,"July 25, 2020"
NCT04487431,Bayer,"August 5, 2020"
NCT04487236,Suzhou Zanrong Pharma Limited,"October 15, 2020"
NCT04487210,Medigen Vaccine Biologics Corp.,"October 7, 2020"
NCT04487080,"Janssen Research & Development, LLC","September 30, 2020"
NCT04487067,Hoffmann-La Roche,"August 25, 2020"
NCT04486963,"Tasly Pharmaceutical Group Co., Ltd","July 24, 2020"
NCT04486950,Takeda,"July 7, 2020"
NCT04486781,"Vasgene Therapeutics, Inc","December 31, 2020"
NCT04486716,Novartis Pharmaceuticals,"October 19, 2020"
NCT04486716,Novartis,"October 19, 2020"
NCT04486651,Taizhou Hanzhong biomedical co. LTD,"September 16, 2020"
NCT04486625,Pfizer,"August 10, 2020"
NCT04486391,BeiGene,"December 25, 2020"
NCT04486378,BioNTech RNA Pharmaceuticals GmbH,November 2020
NCT04486378,BioNTech SE,November 2020
NCT04486313,Romark Laboratories L.C.,"August 13, 2020"
NCT04486157,HK inno.N Corporation,January 2021
NCT04486001,"Sorrento Therapeutics, Inc.","December 15, 2020"
NCT04486001,"VetStem Biopharma, Inc.","December 15, 2020"
NCT04486001,Fresno Community Hospital and Medical Center,"December 15, 2020"
NCT04485949,Imvax,January 2021
NCT04485884,HK inno.N Corporation,"August 13, 2020"
NCT04485702,Melt Pharmaceuticals,"July 20, 2020"
NCT04485702,Worldwide Clinical Trials,"July 20, 2020"
NCT04485663,Aligos Therapeutics,"August 17, 2020"
NCT04485585,"Boryung Pharmaceutical Co., Ltd","July 20, 2020"
NCT04485481,Q32 Bio Inc.,"September 8, 2020"
NCT04485104,GW Research Ltd,September 2020
NCT04485065,Innovent Biologics (Suzhou) Co. Ltd.,"August 2, 2020"
NCT04485013,"Tizona Therapeutics, Inc","July 14, 2020"
NCT04484935,AstraZeneca,"August 19, 2020"
NCT04484935,IQVIA Services Japan K.K.,"August 19, 2020"
NCT04484623,GlaxoSmithKline,"October 1, 2020"
NCT04484428,"Kowa Research Institute, Inc.","August 15, 2020"
NCT04484415,"Asieris MediTech (Hong Kong) Co., Ltd.",September 2020
NCT04484415,"Jiangsu Yahong Meditech Co.,Ltd.",September 2020
NCT04484337,ViiV Healthcare,"July 31, 2020"
NCT04484025,"Sound Pharmaceuticals, Incorporated",December 2020
NCT04483973,"Sound Pharmaceuticals, Incorporated",December 2020
NCT04483479,Enterin Inc.,"July 30, 2020"
NCT04483375,Sinocelltech Ltd.,"July 24, 2020"
NCT04483297,Asahi Kasei Pharma Corporation,October 2020
NCT04483297,Emergent Clinical Consulting,October 2020
NCT04483115,Vigonvita Life Sciences,"November 16, 2020"
NCT04483115,"Shanghai Institute of Materia Medica, Chinese Academy of Sciences","November 16, 2020"
NCT04482725,Novo Nordisk A/S,"July 20, 2020"
NCT04482595,Humanetics Corporation,"November 11, 2020"
NCT04482595,NYU Langone Health,"November 11, 2020"
NCT04482595,National Institute of Allergy and Infectious Diseases (NIAID),"November 11, 2020"
NCT04482569,Sinovent Pty Ltd.,"July 10, 2020"
NCT04482413,Nature Cell Co. Ltd.,"December 1, 2020"
NCT04482270,"Astellas Pharma Global Development, Inc.","September 2, 2020"
NCT04482270,Astellas Pharma Inc,"September 2, 2020"
NCT04482257,"CSPC Ouyi Pharmaceutical Co., Ltd.","July 7, 2020"
NCT04481607,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","August 24, 2020"
NCT04481594,Hepanova Inc.,August 2020
NCT04481191,Merck Sharp & Dohme Corp.,"August 25, 2020"
NCT04480840,"Pliant Therapeutics, Inc.","July 27, 2020"
NCT04480827,"Galmed Research and Development, Ltd.","January 22, 2020"
NCT04480827,Galmed Pharmaceuticals Ltd,"January 22, 2020"
NCT04480788,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.","August 1, 2020"
NCT04480788,The First Affiliated Hospital of Zhengzhou University,"August 1, 2020"
NCT04480762,"Jiangsu HengRui Medicine Co., Ltd.","July 22, 2020"
NCT04480736,"Janssen Research & Development, LLC","July 28, 2020"
NCT04480723,Actelion,"November 30, 2020"
NCT04480710,"Hepion Pharmaceuticals, Inc.","June 23, 2020"
NCT04480697,"Hepagene (Shanghai) Co., Ltd.","October 10, 2019"
NCT04480645,CivaTech Oncology,"August 1, 2020"
NCT04480502,Tracon Pharmaceuticals Inc.,December 2020
NCT04480463,Sam Chun Dang Pharm. Co. Ltd.,"August 13, 2020"
NCT04480424,Grifols Therapeutics LLC,"September 17, 2020"
NCT04480333,"NeuroActiva, Inc.","September 15, 2020"
NCT04480307,GeNeuro Innovation SAS,"June 17, 2020"
NCT04480307,GeNeuro SA,"June 17, 2020"
NCT04480294,"Jiangsu HengRui Medicine Co., Ltd.","July 31, 2020"
NCT04480138,Cadila Healthcare Limited,"August 11, 2020"
NCT04480086,AbbVie,"July 31, 2020"
NCT04479917,Vigonvita Life Sciences,"July 23, 2020"
NCT04479917,"Shanghai Institute of Materia Medica, Chinese Academy of Sciences","July 23, 2020"
NCT04479904,"Jiangsu HengRui Medicine Co., Ltd.","August 10, 2020"
NCT04479891,"Jiangsu HengRui Medicine Co., Ltd.","September 18, 2019"
NCT04479865,"Dong-A ST Co., Ltd.","July 27, 2020"
NCT04479852,"Sirtsei Pharmaceuticals, Inc.","September 30, 2020"
NCT04479800,"Astex Pharmaceuticals, Inc.","July 20, 2020"
NCT04479449,Shin Poong Pharmaceutical Co. Ltd.,"March 18, 2019"
NCT04479436,"Daiichi Sankyo, Inc.","September 14, 2020"
NCT04479241,"Istari Oncology, Inc.","October 21, 2020"
NCT04478994,"Horizon Therapeutics USA, Inc.",November 2020
NCT04478994,"Horizon Pharma USA, Inc.",November 2020
NCT04478708,Amgen,"August 7, 2020"
NCT04478461,"Mabwell (Shanghai) Bioscience Co., Ltd.","September 3, 2020"
NCT04478357,Pfizer,"November 12, 2019"
NCT04478266,Sanofi,"October 14, 2020"
NCT04478149,SafelyYou,"October 31, 2020"
NCT04478097,Chong Kun Dang Pharmaceutical,"July 14, 2020"
NCT04478084,Sanofi,"August 4, 2020"
NCT04477850,Celgene,"September 11, 2020"
NCT04477486,AbbVie,"September 23, 2020"
NCT04477369,Daewoong Pharmaceutical Co. LTD.,"August 6, 2020"
NCT04477096,"Jiangsu Hansoh Pharmaceutical Co., Ltd.","August 3, 2020"
NCT04477057,"Jiangsu Hansoh Pharmaceutical Co., Ltd.","June 21, 2019"
NCT04476849,"Astellas Pharma Global Development, Inc.","August 10, 2020"
NCT04476849,Astellas Pharma Inc,"August 10, 2020"
NCT04476719,Atabay Kimya Sanayi Ticaret A.S.,"July 9, 2020"
NCT04476719,Novagenix Bioanalytical Drug R&D Center,"July 9, 2020"
NCT04476719,Farmagen Ar-Ge Biyot. Ltd. Sti,"July 9, 2020"
NCT04476446,"Janssen-Cilag, S.A.","September 8, 2020"
NCT04476407,Sihuan Pharmaceutical Holdings Group Ltd.,"June 15, 2019"
NCT04476394,Sihuan Pharmaceutical Holdings Group Ltd.,"August 3, 2020"
NCT04476303,BeyondBio Inc.,"August 28, 2020"
NCT04476108,Eli Lilly and Company,"July 15, 2020"
NCT04476043,Incyte Corporation,"August 26, 2020"
NCT04476030,Sage Therapeutics,"November 16, 2020"
NCT04476017,Sage Therapeutics,"September 11, 2020"
NCT04475939,GlaxoSmithKline,"October 26, 2020"
NCT04475848,Hoffmann-La Roche,"July 15, 2020"
NCT04475588,Biocon Limited,"May 1, 2020"
NCT04475549,Cyclerion Therapeutics,"November 13, 2020"
